League;Date;Get;Pay;Value;Confidence
Necro Settlers;2025-02-04;Orb of Augmentation;Chaos Orb;0.2381;Low
Necro Settlers;2025-02-05;Orb of Augmentation;Chaos Orb;0.2381;Low
Necro Settlers;2025-02-06;Orb of Augmentation;Chaos Orb;0.2381;Low
Necro Settlers;2025-02-07;Orb of Augmentation;Chaos Orb;0.2381;Low
Necro Settlers;2025-02-08;Orb of Augmentation;Chaos Orb;0.39048;Low
Necro Settlers;2025-02-09;Orb of Augmentation;Chaos Orb;0.39048;Low
Necro Settlers;2025-02-10;Orb of Augmentation;Chaos Orb;0.39048;Low
Necro Settlers;2025-02-11;Orb of Augmentation;Chaos Orb;0.46667;Low
Necro Settlers;2025-02-12;Orb of Augmentation;Chaos Orb;0.39048;Low
Necro Settlers;2025-02-13;Orb of Augmentation;Chaos Orb;0.41667;Low
Necro Settlers;2025-02-14;Orb of Augmentation;Chaos Orb;0.53077;Low
Necro Settlers;2025-02-15;Orb of Augmentation;Chaos Orb;0.46374;Low
Necro Settlers;2025-02-16;Orb of Augmentation;Chaos Orb;0.18096;Medium
Necro Settlers;2025-02-17;Orb of Augmentation;Chaos Orb;0.18096;Medium
Necro Settlers;2025-02-18;Orb of Augmentation;Chaos Orb;0.11714;Medium
Necro Settlers;2025-02-19;Orb of Augmentation;Chaos Orb;0.11714;Medium
Necro Settlers;2025-02-20;Orb of Augmentation;Chaos Orb;0.14286;High
Necro Settlers;2024-11-07;Chromatic Orb;Chaos Orb;0.24167;Medium
Necro Settlers;2024-11-08;Chromatic Orb;Chaos Orb;0.2;High
Necro Settlers;2024-11-09;Chromatic Orb;Chaos Orb;0.25;High
Necro Settlers;2024-11-10;Chromatic Orb;Chaos Orb;0.25;High
Necro Settlers;2024-11-11;Chromatic Orb;Chaos Orb;0.25;High
Necro Settlers;2024-11-12;Chromatic Orb;Chaos Orb;0.33333;High
Necro Settlers;2024-11-13;Chromatic Orb;Chaos Orb;0.33333;High
Necro Settlers;2024-11-14;Chromatic Orb;Chaos Orb;0.33333;High
Necro Settlers;2024-11-15;Chromatic Orb;Chaos Orb;0.35183;High
Necro Settlers;2024-11-16;Chromatic Orb;Chaos Orb;0.45;High
Necro Settlers;2024-11-17;Chromatic Orb;Chaos Orb;0.44;High
Necro Settlers;2024-11-18;Chromatic Orb;Chaos Orb;0.4;High
Necro Settlers;2024-11-19;Chromatic Orb;Chaos Orb;0.33333;High
Necro Settlers;2024-11-20;Chromatic Orb;Chaos Orb;0.33333;High
Necro Settlers;2024-11-21;Chromatic Orb;Chaos Orb;0.32787;High
Necro Settlers;2024-11-22;Chromatic Orb;Chaos Orb;0.3;High
Necro Settlers;2024-11-23;Chromatic Orb;Chaos Orb;0.28878;High
Necro Settlers;2024-11-24;Chromatic Orb;Chaos Orb;0.29067;High
Necro Settlers;2024-11-25;Chromatic Orb;Chaos Orb;0.23564;High
Necro Settlers;2024-11-26;Chromatic Orb;Chaos Orb;0.23406;High
Necro Settlers;2024-11-27;Chromatic Orb;Chaos Orb;0.23313;High
Necro Settlers;2024-11-28;Chromatic Orb;Chaos Orb;0.2324;High
Necro Settlers;2024-11-29;Chromatic Orb;Chaos Orb;0.2324;High
Necro Settlers;2024-11-30;Chromatic Orb;Chaos Orb;0.23655;High
Necro Settlers;2024-12-01;Chromatic Orb;Chaos Orb;0.24012;High
Necro Settlers;2024-12-02;Chromatic Orb;Chaos Orb;0.23585;High
Necro Settlers;2024-12-03;Chromatic Orb;Chaos Orb;0.2324;High
Necro Settlers;2024-12-04;Chromatic Orb;Chaos Orb;0.22825;High
Necro Settlers;2024-12-05;Chromatic Orb;Chaos Orb;0.22825;High
Necro Settlers;2024-12-06;Chromatic Orb;Chaos Orb;0.22742;High
Necro Settlers;2024-12-07;Chromatic Orb;Chaos Orb;0.2241;High
Necro Settlers;2024-12-08;Chromatic Orb;Chaos Orb;0.2241;High
Necro Settlers;2024-12-09;Chromatic Orb;Chaos Orb;0.22389;High
Necro Settlers;2024-12-10;Chromatic Orb;Chaos Orb;0.22255;High
Necro Settlers;2024-12-11;Chromatic Orb;Chaos Orb;0.22246;High
Necro Settlers;2024-12-12;Chromatic Orb;Chaos Orb;0.21991;High
Necro Settlers;2024-12-13;Chromatic Orb;Chaos Orb;0.21326;High
Necro Settlers;2024-12-14;Chromatic Orb;Chaos Orb;0.2075;High
Necro Settlers;2024-12-15;Chromatic Orb;Chaos Orb;0.20501;High
Necro Settlers;2024-12-16;Chromatic Orb;Chaos Orb;0.19381;High
Necro Settlers;2024-12-17;Chromatic Orb;Chaos Orb;0.19505;High
Necro Settlers;2024-12-18;Chromatic Orb;Chaos Orb;0.18758;High
Necro Settlers;2024-12-19;Chromatic Orb;Chaos Orb;0.1826;High
Necro Settlers;2024-12-20;Chromatic Orb;Chaos Orb;0.29714;High
Necro Settlers;2024-12-21;Chromatic Orb;Chaos Orb;0.19837;High
Necro Settlers;2024-12-22;Chromatic Orb;Chaos Orb;0.19845;High
Necro Settlers;2024-12-23;Chromatic Orb;Chaos Orb;0.27143;High
Necro Settlers;2024-12-24;Chromatic Orb;Chaos Orb;0.18634;High
Necro Settlers;2024-12-25;Chromatic Orb;Chaos Orb;0.188;High
Necro Settlers;2024-12-26;Chromatic Orb;Chaos Orb;0.20444;High
Necro Settlers;2024-12-27;Chromatic Orb;Chaos Orb;0.20667;High
Necro Settlers;2024-12-28;Chromatic Orb;Chaos Orb;0.16766;High
Necro Settlers;2024-12-29;Chromatic Orb;Chaos Orb;0.2;High
Necro Settlers;2024-12-30;Chromatic Orb;Chaos Orb;0.20222;High
Necro Settlers;2024-12-31;Chromatic Orb;Chaos Orb;0.2;High
Necro Settlers;2025-01-01;Chromatic Orb;Chaos Orb;0.17056;High
Necro Settlers;2025-01-02;Chromatic Orb;Chaos Orb;0.16974;High
Necro Settlers;2025-01-03;Chromatic Orb;Chaos Orb;0.1722;High
Necro Settlers;2025-01-04;Chromatic Orb;Chaos Orb;0.1804;High
Necro Settlers;2025-01-05;Chromatic Orb;Chaos Orb;0.1804;High
Necro Settlers;2025-01-06;Chromatic Orb;Chaos Orb;0.1804;High
Necro Settlers;2025-01-07;Chromatic Orb;Chaos Orb;0.18161;High
Necro Settlers;2025-01-08;Chromatic Orb;Chaos Orb;0.18227;High
Necro Settlers;2025-01-09;Chromatic Orb;Chaos Orb;0.20792;High
Necro Settlers;2025-01-10;Chromatic Orb;Chaos Orb;0.1821;High
Necro Settlers;2025-01-11;Chromatic Orb;Chaos Orb;0.21667;High
Necro Settlers;2025-01-12;Chromatic Orb;Chaos Orb;0.17025;High
Necro Settlers;2025-01-13;Chromatic Orb;Chaos Orb;0.16858;High
Necro Settlers;2025-01-14;Chromatic Orb;Chaos Orb;0.16885;High
Necro Settlers;2025-01-15;Chromatic Orb;Chaos Orb;0.16913;High
Necro Settlers;2025-01-16;Chromatic Orb;Chaos Orb;0.1667;High
Necro Settlers;2025-01-17;Chromatic Orb;Chaos Orb;0.16667;High
Necro Settlers;2025-01-18;Chromatic Orb;Chaos Orb;0.16667;High
Necro Settlers;2025-01-19;Chromatic Orb;Chaos Orb;0.16853;High
Necro Settlers;2025-01-20;Chromatic Orb;Chaos Orb;0.16764;High
Necro Settlers;2025-01-21;Chromatic Orb;Chaos Orb;0.16667;High
Necro Settlers;2025-01-22;Chromatic Orb;Chaos Orb;0.1743;High
Necro Settlers;2025-01-23;Chromatic Orb;Chaos Orb;0.1743;High
Necro Settlers;2025-01-24;Chromatic Orb;Chaos Orb;0.16702;High
Necro Settlers;2025-01-25;Chromatic Orb;Chaos Orb;0.16667;High
Necro Settlers;2025-01-26;Chromatic Orb;Chaos Orb;0.16667;High
Necro Settlers;2025-01-27;Chromatic Orb;Chaos Orb;0.16667;High
Necro Settlers;2025-01-28;Chromatic Orb;Chaos Orb;0.17072;High
Necro Settlers;2025-01-29;Chromatic Orb;Chaos Orb;0.17685;High
Necro Settlers;2025-01-30;Chromatic Orb;Chaos Orb;0.1784;High
Necro Settlers;2025-01-31;Chromatic Orb;Chaos Orb;0.17584;High
Necro Settlers;2025-02-01;Chromatic Orb;Chaos Orb;0.18592;High
Necro Settlers;2025-02-02;Chromatic Orb;Chaos Orb;0.17762;High
Necro Settlers;2025-02-03;Chromatic Orb;Chaos Orb;0.11413;High
Necro Settlers;2025-02-04;Chromatic Orb;Chaos Orb;0.11413;High
Necro Settlers;2025-02-05;Chromatic Orb;Chaos Orb;0.10375;High
Necro Settlers;2025-02-06;Chromatic Orb;Chaos Orb;0.083;High
Necro Settlers;2025-02-07;Chromatic Orb;Chaos Orb;0.06225;High
Necro Settlers;2025-02-08;Chromatic Orb;Chaos Orb;0.15417;High
Necro Settlers;2025-02-09;Chromatic Orb;Chaos Orb;0.15834;High
Necro Settlers;2025-02-10;Chromatic Orb;Chaos Orb;0.14107;High
Necro Settlers;2025-02-11;Chromatic Orb;Chaos Orb;0.15953;High
Necro Settlers;2025-02-12;Chromatic Orb;Chaos Orb;0.18254;High
Necro Settlers;2025-02-13;Chromatic Orb;Chaos Orb;0.22222;High
Necro Settlers;2025-02-14;Chromatic Orb;Chaos Orb;0.19445;High
Necro Settlers;2025-02-15;Chromatic Orb;Chaos Orb;0.18612;High
Necro Settlers;2025-02-16;Chromatic Orb;Chaos Orb;0.20529;High
Necro Settlers;2025-02-17;Chromatic Orb;Chaos Orb;0.20529;High
Necro Settlers;2025-02-18;Chromatic Orb;Chaos Orb;0.20529;High
Necro Settlers;2025-02-19;Chromatic Orb;Chaos Orb;0.19344;High
Necro Settlers;2025-02-20;Chromatic Orb;Chaos Orb;0.18426;High
Necro Settlers;2024-11-07;Orb of Transmutation;Chaos Orb;0.625;Low
Necro Settlers;2024-11-08;Orb of Transmutation;Chaos Orb;0.33333;High
Necro Settlers;2024-11-09;Orb of Transmutation;Chaos Orb;0.12917;High
Necro Settlers;2024-11-10;Orb of Transmutation;Chaos Orb;0.0616;High
Necro Settlers;2024-11-11;Orb of Transmutation;Chaos Orb;0.09091;High
Necro Settlers;2024-11-12;Orb of Transmutation;Chaos Orb;0.1;High
Necro Settlers;2024-11-13;Orb of Transmutation;Chaos Orb;0.1;High
Necro Settlers;2024-11-14;Orb of Transmutation;Chaos Orb;0.1;High
Necro Settlers;2024-11-15;Orb of Transmutation;Chaos Orb;0.1;High
Necro Settlers;2024-11-16;Orb of Transmutation;Chaos Orb;0.1;High
Necro Settlers;2024-11-17;Orb of Transmutation;Chaos Orb;0.09769;High
Necro Settlers;2024-11-18;Orb of Transmutation;Chaos Orb;0.09091;High
Necro Settlers;2024-11-19;Orb of Transmutation;Chaos Orb;0.09091;High
Necro Settlers;2024-11-20;Orb of Transmutation;Chaos Orb;0.09091;High
Necro Settlers;2024-11-21;Orb of Transmutation;Chaos Orb;0.08333;High
Necro Settlers;2024-11-22;Orb of Transmutation;Chaos Orb;0.08333;High
Necro Settlers;2024-11-23;Orb of Transmutation;Chaos Orb;0.07577;High
Necro Settlers;2024-11-24;Orb of Transmutation;Chaos Orb;0.07072;High
Necro Settlers;2024-11-25;Orb of Transmutation;Chaos Orb;0.06667;High
Necro Settlers;2024-11-26;Orb of Transmutation;Chaos Orb;0.06325;High
Necro Settlers;2024-11-27;Orb of Transmutation;Chaos Orb;0.05597;High
Necro Settlers;2024-11-28;Orb of Transmutation;Chaos Orb;0.05556;High
Necro Settlers;2024-11-29;Orb of Transmutation;Chaos Orb;0.05556;High
Necro Settlers;2024-11-30;Orb of Transmutation;Chaos Orb;0.05;High
Necro Settlers;2024-12-01;Orb of Transmutation;Chaos Orb;0.05;High
Necro Settlers;2024-12-02;Orb of Transmutation;Chaos Orb;0.05;High
Necro Settlers;2024-12-03;Orb of Transmutation;Chaos Orb;0.04988;High
Necro Settlers;2024-12-04;Orb of Transmutation;Chaos Orb;0.04932;High
Necro Settlers;2024-12-05;Orb of Transmutation;Chaos Orb;0.04675;High
Necro Settlers;2024-12-06;Orb of Transmutation;Chaos Orb;0.04;High
Necro Settlers;2024-12-07;Orb of Transmutation;Chaos Orb;0.04;High
Necro Settlers;2024-12-08;Orb of Transmutation;Chaos Orb;0.03996;High
Necro Settlers;2024-12-09;Orb of Transmutation;Chaos Orb;0.03992;High
Necro Settlers;2024-12-10;Orb of Transmutation;Chaos Orb;0.03992;High
Necro Settlers;2024-12-11;Orb of Transmutation;Chaos Orb;0.04;High
Necro Settlers;2024-12-12;Orb of Transmutation;Chaos Orb;0.03979;High
Necro Settlers;2024-12-13;Orb of Transmutation;Chaos Orb;0.03987;High
Necro Settlers;2024-12-14;Orb of Transmutation;Chaos Orb;0.04;High
Necro Settlers;2024-12-15;Orb of Transmutation;Chaos Orb;0.03966;High
Necro Settlers;2024-12-16;Orb of Transmutation;Chaos Orb;0.03458;High
Necro Settlers;2024-12-17;Orb of Transmutation;Chaos Orb;0.03458;High
Necro Settlers;2024-12-18;Orb of Transmutation;Chaos Orb;0.03521;High
Necro Settlers;2024-12-19;Orb of Transmutation;Chaos Orb;0.03521;High
Necro Settlers;2024-12-20;Orb of Transmutation;Chaos Orb;0.03521;High
Necro Settlers;2024-12-21;Orb of Transmutation;Chaos Orb;0.03458;High
Necro Settlers;2024-12-22;Orb of Transmutation;Chaos Orb;0.03396;High
Necro Settlers;2024-12-23;Orb of Transmutation;Chaos Orb;0.03396;High
Necro Settlers;2024-12-24;Orb of Transmutation;Chaos Orb;0.033;High
Necro Settlers;2024-12-25;Orb of Transmutation;Chaos Orb;0.03233;Medium
Necro Settlers;2024-12-26;Orb of Transmutation;Chaos Orb;0.033;High
Necro Settlers;2024-12-27;Orb of Transmutation;Chaos Orb;0.03396;High
Necro Settlers;2024-12-28;Orb of Transmutation;Chaos Orb;0.03333;Medium
Necro Settlers;2024-12-29;Orb of Transmutation;Chaos Orb;0.03333;Medium
Necro Settlers;2024-12-30;Orb of Transmutation;Chaos Orb;0.03143;Medium
Necro Settlers;2024-12-31;Orb of Transmutation;Chaos Orb;0.0319;Medium
Necro Settlers;2025-01-01;Orb of Transmutation;Chaos Orb;0.0319;Medium
Necro Settlers;2025-01-02;Orb of Transmutation;Chaos Orb;0.03095;Medium
Necro Settlers;2025-01-03;Orb of Transmutation;Chaos Orb;0.03095;Medium
Necro Settlers;2025-01-04;Orb of Transmutation;Chaos Orb;0.03095;Medium
Necro Settlers;2025-01-05;Orb of Transmutation;Chaos Orb;0.03095;Medium
Necro Settlers;2025-01-06;Orb of Transmutation;Chaos Orb;0.03095;Medium
Necro Settlers;2025-01-07;Orb of Transmutation;Chaos Orb;0.03333;Medium
Necro Settlers;2025-01-08;Orb of Transmutation;Chaos Orb;0.03333;Medium
Necro Settlers;2025-01-09;Orb of Transmutation;Chaos Orb;0.03333;Medium
Necro Settlers;2025-01-10;Orb of Transmutation;Chaos Orb;0.05889;Low
Necro Settlers;2025-01-11;Orb of Transmutation;Chaos Orb;0.05889;Low
Necro Settlers;2025-01-12;Orb of Transmutation;Chaos Orb;0.05889;Low
Necro Settlers;2025-01-13;Orb of Transmutation;Chaos Orb;0.05167;Low
Necro Settlers;2025-01-14;Orb of Transmutation;Chaos Orb;0.05111;Low
Necro Settlers;2025-01-15;Orb of Transmutation;Chaos Orb;0.05056;Low
Necro Settlers;2025-01-16;Orb of Transmutation;Chaos Orb;0.05056;Low
Necro Settlers;2025-01-17;Orb of Transmutation;Chaos Orb;0.05056;Low
Necro Settlers;2025-01-18;Orb of Transmutation;Chaos Orb;0.05056;Low
Necro Settlers;2025-01-19;Orb of Transmutation;Chaos Orb;0.05111;Low
Necro Settlers;2025-01-20;Orb of Transmutation;Chaos Orb;0.04769;Low
Necro Settlers;2025-01-21;Orb of Transmutation;Chaos Orb;0.25;Low
Necro Settlers;2025-01-22;Orb of Transmutation;Chaos Orb;0.05334;Low
Necro Settlers;2025-01-23;Orb of Transmutation;Chaos Orb;0.05334;Low
Necro Settlers;2025-01-24;Orb of Transmutation;Chaos Orb;0.18334;Low
Necro Settlers;2025-01-25;Orb of Transmutation;Chaos Orb;0.18334;Low
Necro Settlers;2025-01-26;Orb of Transmutation;Chaos Orb;0.18334;Low
Necro Settlers;2025-01-27;Orb of Transmutation;Chaos Orb;0.09487;Low
Necro Settlers;2025-01-28;Orb of Transmutation;Chaos Orb;0.10256;Low
Necro Settlers;2025-01-29;Orb of Transmutation;Chaos Orb;0.10256;Low
Necro Settlers;2025-01-30;Orb of Transmutation;Chaos Orb;0.10256;Low
Necro Settlers;2025-01-31;Orb of Transmutation;Chaos Orb;0.16923;Low
Necro Settlers;2025-02-01;Orb of Transmutation;Chaos Orb;0.02993;Low
Necro Settlers;2025-02-02;Orb of Transmutation;Chaos Orb;0.02993;Low
Necro Settlers;2025-02-03;Orb of Transmutation;Chaos Orb;0.0358;Low
Necro Settlers;2025-02-04;Orb of Transmutation;Chaos Orb;0.0358;Low
Necro Settlers;2025-02-05;Orb of Transmutation;Chaos Orb;0.0358;Low
Necro Settlers;2025-02-06;Orb of Transmutation;Chaos Orb;0.0358;Low
Necro Settlers;2025-02-07;Orb of Transmutation;Chaos Orb;0.0358;Low
Necro Settlers;2025-02-08;Orb of Transmutation;Chaos Orb;0.04168;Medium
Necro Settlers;2025-02-09;Orb of Transmutation;Chaos Orb;0.0358;Low
Necro Settlers;2025-02-10;Orb of Transmutation;Chaos Orb;0.02023;Low
Necro Settlers;2025-02-11;Orb of Transmutation;Chaos Orb;0.02091;Medium
Necro Settlers;2025-02-12;Orb of Transmutation;Chaos Orb;0.04058;Low
Necro Settlers;2025-02-13;Orb of Transmutation;Chaos Orb;0.04058;Low
Necro Settlers;2025-02-14;Orb of Transmutation;Chaos Orb;0.04577;Medium
Necro Settlers;2025-02-15;Orb of Transmutation;Chaos Orb;0.04577;Medium
Necro Settlers;2025-02-16;Orb of Transmutation;Chaos Orb;0.04028;Medium
Necro Settlers;2025-02-17;Orb of Transmutation;Chaos Orb;0.06197;Low
Necro Settlers;2025-02-18;Orb of Transmutation;Chaos Orb;0.05983;Low
Necro Settlers;2025-02-19;Orb of Transmutation;Chaos Orb;0.05983;Low
Necro Settlers;2025-02-20;Orb of Transmutation;Chaos Orb;0.05739;Medium
Necro Settlers;2024-11-07;Glassblower's Bauble;Chaos Orb;2.3;Low
Necro Settlers;2024-11-08;Glassblower's Bauble;Chaos Orb;1;High
Necro Settlers;2024-11-09;Glassblower's Bauble;Chaos Orb;1;High
Necro Settlers;2024-11-10;Glassblower's Bauble;Chaos Orb;1;High
Necro Settlers;2024-11-11;Glassblower's Bauble;Chaos Orb;1;High
Necro Settlers;2024-11-12;Glassblower's Bauble;Chaos Orb;1;High
Necro Settlers;2024-11-13;Glassblower's Bauble;Chaos Orb;1;High
Necro Settlers;2024-11-14;Glassblower's Bauble;Chaos Orb;1;High
Necro Settlers;2024-11-15;Glassblower's Bauble;Chaos Orb;2.975;High
Necro Settlers;2024-11-16;Glassblower's Bauble;Chaos Orb;3;High
Necro Settlers;2024-11-17;Glassblower's Bauble;Chaos Orb;3;High
Necro Settlers;2024-11-18;Glassblower's Bauble;Chaos Orb;2.9;High
Necro Settlers;2024-11-19;Glassblower's Bauble;Chaos Orb;2.5;High
Necro Settlers;2024-11-20;Glassblower's Bauble;Chaos Orb;2.4;High
Necro Settlers;2024-11-21;Glassblower's Bauble;Chaos Orb;2.26385;High
Necro Settlers;2024-11-22;Glassblower's Bauble;Chaos Orb;2;High
Necro Settlers;2024-11-23;Glassblower's Bauble;Chaos Orb;2;High
Necro Settlers;2024-11-24;Glassblower's Bauble;Chaos Orb;2;High
Necro Settlers;2024-11-25;Glassblower's Bauble;Chaos Orb;2;High
Necro Settlers;2024-11-26;Glassblower's Bauble;Chaos Orb;1.924;High
Necro Settlers;2024-11-27;Glassblower's Bauble;Chaos Orb;1.9;High
Necro Settlers;2024-11-28;Glassblower's Bauble;Chaos Orb;1.8;High
Necro Settlers;2024-11-29;Glassblower's Bauble;Chaos Orb;1.7363;High
Necro Settlers;2024-11-30;Glassblower's Bauble;Chaos Orb;1.69333;High
Necro Settlers;2024-12-01;Glassblower's Bauble;Chaos Orb;1.66667;High
Necro Settlers;2024-12-02;Glassblower's Bauble;Chaos Orb;1.6;High
Necro Settlers;2024-12-03;Glassblower's Bauble;Chaos Orb;1.57;High
Necro Settlers;2024-12-04;Glassblower's Bauble;Chaos Orb;1.48637;High
Necro Settlers;2024-12-05;Glassblower's Bauble;Chaos Orb;1.5;High
Necro Settlers;2024-12-06;Glassblower's Bauble;Chaos Orb;1.19595;High
Necro Settlers;2024-12-07;Glassblower's Bauble;Chaos Orb;1.08;High
