League;Date;Get;Pay;Value;Confidence
Synthesis;2019-04-26;Chromatic Orb;Chaos Orb;0.04649;High
Synthesis;2019-04-27;Chromatic Orb;Chaos Orb;0.06;High
Synthesis;2019-04-28;Chromatic Orb;Chaos Orb;0.05944;High
Synthesis;2019-04-29;Chromatic Orb;Chaos Orb;0.06039;High
Synthesis;2019-04-30;Chromatic Orb;Chaos Orb;0.07143;High
Synthesis;2019-05-01;Chromatic Orb;Chaos Orb;0.08857;High
Synthesis;2019-05-02;Chromatic Orb;Chaos Orb;0.09365;High
Synthesis;2019-05-03;Chromatic Orb;Chaos Orb;0.1;High
Synthesis;2019-05-04;Chromatic Orb;Chaos Orb;0.10752;High
Synthesis;2019-05-05;Chromatic Orb;Chaos Orb;0.10884;High
Synthesis;2019-05-06;Chromatic Orb;Chaos Orb;0.10714;High
Synthesis;2019-05-07;Chromatic Orb;Chaos Orb;0.10255;High
Synthesis;2019-05-08;Chromatic Orb;Chaos Orb;0.10061;High
Synthesis;2019-05-09;Chromatic Orb;Chaos Orb;0.09964;High
Synthesis;2019-05-10;Chromatic Orb;Chaos Orb;0.09901;High
Synthesis;2019-05-11;Chromatic Orb;Chaos Orb;0.1;High
Synthesis;2019-05-12;Chromatic Orb;Chaos Orb;0.1;High
Synthesis;2019-05-13;Chromatic Orb;Chaos Orb;0.10096;High
Synthesis;2019-05-14;Chromatic Orb;Chaos Orb;0.10127;High
Synthesis;2019-05-15;Chromatic Orb;Chaos Orb;0.1;High
Synthesis;2019-05-16;Chromatic Orb;Chaos Orb;0.1;High
Synthesis;2019-05-17;Chromatic Orb;Chaos Orb;0.10485;High
Synthesis;2019-05-18;Chromatic Orb;Chaos Orb;0.1193;High
Synthesis;2019-05-19;Chromatic Orb;Chaos Orb;0.11111;High
Synthesis;2019-05-20;Chromatic Orb;Chaos Orb;0.11111;High
Synthesis;2019-05-21;Chromatic Orb;Chaos Orb;0.09827;High
Synthesis;2019-05-22;Chromatic Orb;Chaos Orb;0.09913;High
Synthesis;2019-05-23;Chromatic Orb;Chaos Orb;0.08333;High
Synthesis;2019-05-24;Chromatic Orb;Chaos Orb;0.08053;High
Synthesis;2019-05-25;Chromatic Orb;Chaos Orb;0.07673;High
Synthesis;2019-05-26;Chromatic Orb;Chaos Orb;0.07432;High
Synthesis;2019-05-27;Chromatic Orb;Chaos Orb;0.06878;High
Synthesis;2019-05-28;Chromatic Orb;Chaos Orb;0.06732;High
Synthesis;2019-05-29;Chromatic Orb;Chaos Orb;0.0754;High
Synthesis;2019-05-30;Chromatic Orb;Chaos Orb;0.08333;High
Synthesis;2019-05-31;Chromatic Orb;Chaos Orb;0.09681;High
Synthesis;2019-06-01;Chromatic Orb;Chaos Orb;0.10713;High
Synthesis;2019-06-02;Chromatic Orb;Chaos Orb;0.10542;High
Synthesis;2019-06-03;Chromatic Orb;Chaos Orb;0.08773;High
Synthesis;2019-06-04;Chromatic Orb;Chaos Orb;0.08916;High
Synthesis;2019-03-08;Scroll of Wisdom;Chaos Orb;1;Medium
Synthesis;2019-03-09;Scroll of Wisdom;Chaos Orb;0.76135;High
Synthesis;2019-03-10;Scroll of Wisdom;Chaos Orb;0.5;High
Synthesis;2019-03-11;Scroll of Wisdom;Chaos Orb;0.01667;High
Synthesis;2019-03-12;Scroll of Wisdom;Chaos Orb;0.01;High
Synthesis;2019-03-13;Scroll of Wisdom;Chaos Orb;0.00957;High
Synthesis;2019-03-14;Scroll of Wisdom;Chaos Orb;0.00952;High
Synthesis;2019-03-15;Scroll of Wisdom;Chaos Orb;0.00939;High
Synthesis;2019-03-16;Scroll of Wisdom;Chaos Orb;0.0091;High
Synthesis;2019-03-17;Scroll of Wisdom;Chaos Orb;0.00909;High
Synthesis;2019-03-18;Scroll of Wisdom;Chaos Orb;0.00909;High
Synthesis;2019-03-19;Scroll of Wisdom;Chaos Orb;0.00901;High
Synthesis;2019-03-20;Scroll of Wisdom;Chaos Orb;0.0087;High
Synthesis;2019-03-21;Scroll of Wisdom;Chaos Orb;0.00833;High
Synthesis;2019-03-22;Scroll of Wisdom;Chaos Orb;0.00758;High
Synthesis;2019-03-23;Scroll of Wisdom;Chaos Orb;0.00826;High
Synthesis;2019-03-24;Scroll of Wisdom;Chaos Orb;0.0083;High
Synthesis;2019-03-25;Scroll of Wisdom;Chaos Orb;0.00727;High
Synthesis;2019-03-26;Scroll of Wisdom;Chaos Orb;0.00826;High
Synthesis;2019-03-27;Scroll of Wisdom;Chaos Orb;0.00804;High
Synthesis;2019-03-28;Scroll of Wisdom;Chaos Orb;0.00831;High
Synthesis;2019-03-29;Scroll of Wisdom;Chaos Orb;0.00831;High
Synthesis;2019-03-30;Scroll of Wisdom;Chaos Orb;0.00829;High
Synthesis;2019-03-31;Scroll of Wisdom;Chaos Orb;0.00831;High
Synthesis;2019-04-01;Scroll of Wisdom;Chaos Orb;0.00833;High
Synthesis;2019-04-02;Scroll of Wisdom;Chaos Orb;0.00833;High
Synthesis;2019-04-03;Scroll of Wisdom;Chaos Orb;0.00806;High
Synthesis;2019-04-04;Scroll of Wisdom;Chaos Orb;0.00806;High
Synthesis;2019-04-05;Scroll of Wisdom;Chaos Orb;0.00833;High
Synthesis;2019-04-06;Scroll of Wisdom;Chaos Orb;0.00833;High
Synthesis;2019-04-07;Scroll of Wisdom;Chaos Orb;0.00833;High
Synthesis;2019-04-08;Scroll of Wisdom;Chaos Orb;0.00841;High
Synthesis;2019-04-09;Scroll of Wisdom;Chaos Orb;0.00999;High
Synthesis;2019-04-10;Scroll of Wisdom;Chaos Orb;0.009;High
Synthesis;2019-04-11;Scroll of Wisdom;Chaos Orb;0.00997;High
Synthesis;2019-04-12;Scroll of Wisdom;Chaos Orb;0.00912;High
Synthesis;2019-04-13;Scroll of Wisdom;Chaos Orb;0.00804;High
Synthesis;2019-04-14;Scroll of Wisdom;Chaos Orb;0.00833;High
Synthesis;2019-04-15;Scroll of Wisdom;Chaos Orb;0.00781;High
Synthesis;2019-04-16;Scroll of Wisdom;Chaos Orb;0.00769;High
Synthesis;2019-04-17;Scroll of Wisdom;Chaos Orb;0.00773;High
Synthesis;2019-04-18;Scroll of Wisdom;Chaos Orb;0.00801;High
Synthesis;2019-04-19;Scroll of Wisdom;Chaos Orb;0.00832;High
Synthesis;2019-04-20;Scroll of Wisdom;Chaos Orb;0.00821;High
Synthesis;2019-04-21;Scroll of Wisdom;Chaos Orb;0.00833;High
Synthesis;2019-04-22;Scroll of Wisdom;Chaos Orb;0.00832;High
Synthesis;2019-04-23;Scroll of Wisdom;Chaos Orb;0.00781;High
Synthesis;2019-04-24;Scroll of Wisdom;Chaos Orb;0.00781;High
Synthesis;2019-04-25;Scroll of Wisdom;Chaos Orb;0.00781;High
Synthesis;2019-04-26;Scroll of Wisdom;Chaos Orb;0.00774;High
Synthesis;2019-04-27;Scroll of Wisdom;Chaos Orb;0.00788;High
Synthesis;2019-04-28;Scroll of Wisdom;Chaos Orb;0.008;High
Synthesis;2019-04-29;Scroll of Wisdom;Chaos Orb;0.00752;High
Synthesis;2019-04-30;Scroll of Wisdom;Chaos Orb;0.00794;High
Synthesis;2019-05-01;Scroll of Wisdom;Chaos Orb;0.00783;High
Synthesis;2019-05-02;Scroll of Wisdom;Chaos Orb;0.00805;High
Synthesis;2019-05-03;Scroll of Wisdom;Chaos Orb;0.00822;High
Synthesis;2019-05-04;Scroll of Wisdom;Chaos Orb;0.00833;High
Synthesis;2019-05-05;Scroll of Wisdom;Chaos Orb;0.00833;High
Synthesis;2019-05-06;Scroll of Wisdom;Chaos Orb;0.00833;High
Synthesis;2019-05-07;Scroll of Wisdom;Chaos Orb;0.00809;High
Synthesis;2019-05-08;Scroll of Wisdom;Chaos Orb;0.00797;High
Synthesis;2019-05-09;Scroll of Wisdom;Chaos Orb;0.00814;High
Synthesis;2019-05-10;Scroll of Wisdom;Chaos Orb;0.00817;High
Synthesis;2019-05-11;Scroll of Wisdom;Chaos Orb;0.00816;High
Synthesis;2019-05-12;Scroll of Wisdom;Chaos Orb;0.00812;High
Synthesis;2019-05-13;Scroll of Wisdom;Chaos Orb;0.00812;High
Synthesis;2019-05-14;Scroll of Wisdom;Chaos Orb;0.00832;High
Synthesis;2019-05-15;Scroll of Wisdom;Chaos Orb;0.00833;High
Synthesis;2019-05-16;Scroll of Wisdom;Chaos Orb;0.00832;High
Synthesis;2019-05-17;Scroll of Wisdom;Chaos Orb;0.00824;High
Synthesis;2019-05-18;Scroll of Wisdom;Chaos Orb;0.00947;High
Synthesis;2019-05-19;Scroll of Wisdom;Chaos Orb;0.0125;High
Synthesis;2019-05-20;Scroll of Wisdom;Chaos Orb;0.00832;High
Synthesis;2019-05-21;Scroll of Wisdom;Chaos Orb;0.01085;High
Synthesis;2019-05-22;Scroll of Wisdom;Chaos Orb;0.01038;High
Synthesis;2019-05-23;Scroll of Wisdom;Chaos Orb;0.0096;High
Synthesis;2019-05-24;Scroll of Wisdom;Chaos Orb;0.00833;High
Synthesis;2019-05-25;Scroll of Wisdom;Chaos Orb;0.00833;High
Synthesis;2019-05-26;Scroll of Wisdom;Chaos Orb;0.00911;High
Synthesis;2019-05-27;Scroll of Wisdom;Chaos Orb;0.0125;High
Synthesis;2019-05-28;Scroll of Wisdom;Chaos Orb;0.0125;High
Synthesis;2019-05-29;Scroll of Wisdom;Chaos Orb;0.0125;High
Synthesis;2019-05-30;Scroll of Wisdom;Chaos Orb;0.01249;High
Synthesis;2019-05-31;Scroll of Wisdom;Chaos Orb;0.01235;High
Synthesis;2019-06-01;Scroll of Wisdom;Chaos Orb;0.01;High
Synthesis;2019-06-02;Scroll of Wisdom;Chaos Orb;0.01238;High
Synthesis;2019-06-03;Scroll of Wisdom;Chaos Orb;0.01248;High
Synthesis;2019-06-04;Scroll of Wisdom;Chaos Orb;0.01344;Medium
Synthesis;2019-03-08;Armourer's Scrap;Chaos Orb;1;High
Synthesis;2019-03-09;Armourer's Scrap;Chaos Orb;0.8651;High
Synthesis;2019-03-10;Armourer's Scrap;Chaos Orb;0.5;High
Synthesis;2019-03-11;Armourer's Scrap;Chaos Orb;0.05;High
Synthesis;2019-03-12;Armourer's Scrap;Chaos Orb;0.05;High
Synthesis;2019-03-13;Armourer's Scrap;Chaos Orb;0.04566;High
Synthesis;2019-03-14;Armourer's Scrap;Chaos Orb;0.04762;High
Synthesis;2019-03-15;Armourer's Scrap;Chaos Orb;0.04762;High
Synthesis;2019-03-16;Armourer's Scrap;Chaos Orb;0.04762;High
Synthesis;2019-03-17;Armourer's Scrap;Chaos Orb;0.04167;High
Synthesis;2019-03-18;Armourer's Scrap;Chaos Orb;0.04059;High
Synthesis;2019-03-19;Armourer's Scrap;Chaos Orb;0.0398;High
Synthesis;2019-03-20;Armourer's Scrap;Chaos Orb;0.03832;High
Synthesis;2019-03-21;Armourer's Scrap;Chaos Orb;0.03251;High
Synthesis;2019-03-22;Armourer's Scrap;Chaos Orb;0.03333;High
Synthesis;2019-03-23;Armourer's Scrap;Chaos Orb;0.0369;High
Synthesis;2019-03-24;Armourer's Scrap;Chaos Orb;0.03495;High
Synthesis;2019-03-25;Armourer's Scrap;Chaos Orb;0.03557;High
Synthesis;2019-03-26;Armourer's Scrap;Chaos Orb;0.03654;High
Synthesis;2019-03-27;Armourer's Scrap;Chaos Orb;0.03333;High
Synthesis;2019-03-28;Armourer's Scrap;Chaos Orb;0.03333;High
Synthesis;2019-03-29;Armourer's Scrap;Chaos Orb;0.03333;High
Synthesis;2019-03-30;Armourer's Scrap;Chaos Orb;0.03357;High
Synthesis;2019-03-31;Armourer's Scrap;Chaos Orb;0.03333;High
Synthesis;2019-04-01;Armourer's Scrap;Chaos Orb;0.03333;High
Synthesis;2019-04-02;Armourer's Scrap;Chaos Orb;0.03333;High
Synthesis;2019-04-03;Armourer's Scrap;Chaos Orb;0.03333;High
Synthesis;2019-04-04;Armourer's Scrap;Chaos Orb;0.035;High
Synthesis;2019-04-05;Armourer's Scrap;Chaos Orb;0.03333;High
Synthesis;2019-04-06;Armourer's Scrap;Chaos Orb;0.03333;High
Synthesis;2019-04-07;Armourer's Scrap;Chaos Orb;0.03333;High
Synthesis;2019-04-08;Armourer's Scrap;Chaos Orb;0.03333;High
Synthesis;2019-04-09;Armourer's Scrap;Chaos Orb;0.03333;High
Synthesis;2019-04-10;Armourer's Scrap;Chaos Orb;0.03333;High
Synthesis;2019-04-11;Armourer's Scrap;Chaos Orb;0.03333;High
Synthesis;2019-04-12;Armourer's Scrap;Chaos Orb;0.03279;High
Synthesis;2019-04-13;Armourer's Scrap;Chaos Orb;0.03045;High
Synthesis;2019-04-14;Armourer's Scrap;Chaos Orb;0.029;High
Synthesis;2019-04-15;Armourer's Scrap;Chaos Orb;0.02857;High
Synthesis;2019-04-16;Armourer's Scrap;Chaos Orb;0.02904;High
Synthesis;2019-04-17;Armourer's Scrap;Chaos Orb;0.02857;High
Synthesis;2019-04-18;Armourer's Scrap;Chaos Orb;0.02857;High
Synthesis;2019-04-19;Armourer's Scrap;Chaos Orb;0.028;High
Synthesis;2019-04-20;Armourer's Scrap;Chaos Orb;0.02631;High
Synthesis;2019-04-21;Armourer's Scrap;Chaos Orb;0.025;High
Synthesis;2019-04-22;Armourer's Scrap;Chaos Orb;0.02779;High
Synthesis;2019-04-23;Armourer's Scrap;Chaos Orb;0.02857;High
Synthesis;2019-04-24;Armourer's Scrap;Chaos Orb;0.025;High
Synthesis;2019-04-25;Armourer's Scrap;Chaos Orb;0.025;High
Synthesis;2019-04-26;Armourer's Scrap;Chaos Orb;0.02857;High
Synthesis;2019-04-27;Armourer's Scrap;Chaos Orb;0.02593;High
Synthesis;2019-04-28;Armourer's Scrap;Chaos Orb;0.025;High
Synthesis;2019-04-29;Armourer's Scrap;Chaos Orb;0.02497;High
Synthesis;2019-04-30;Armourer's Scrap;Chaos Orb;0.025;High
Synthesis;2019-05-01;Armourer's Scrap;Chaos Orb;0.025;High
Synthesis;2019-05-02;Armourer's Scrap;Chaos Orb;0.02428;High
Synthesis;2019-05-03;Armourer's Scrap;Chaos Orb;0.02332;High
Synthesis;2019-05-04;Armourer's Scrap;Chaos Orb;0.02397;High
Synthesis;2019-05-05;Armourer's Scrap;Chaos Orb;0.02235;High
Synthesis;2019-05-06;Armourer's Scrap;Chaos Orb;0.02299;High
Synthesis;2019-05-07;Armourer's Scrap;Chaos Orb;0.0235;High
Synthesis;2019-05-08;Armourer's Scrap;Chaos Orb;0.02222;High
Synthesis;2019-05-09;Armourer's Scrap;Chaos Orb;0.02378;High
Synthesis;2019-05-10;Armourer's Scrap;Chaos Orb;0.02222;High
Synthesis;2019-05-11;Armourer's Scrap;Chaos Orb;0.02222;High
Synthesis;2019-05-12;Armourer's Scrap;Chaos Orb;0.02435;High
Synthesis;2019-05-13;Armourer's Scrap;Chaos Orb;0.02439;High
Synthesis;2019-05-14;Armourer's Scrap;Chaos Orb;0.02439;High
Synthesis;2019-05-15;Armourer's Scrap;Chaos Orb;0.02439;High
Synthesis;2019-05-16;Armourer's Scrap;Chaos Orb;0.02324;High
Synthesis;2019-05-17;Armourer's Scrap;Chaos Orb;0.02365;High
Synthesis;2019-05-18;Armourer's Scrap;Chaos Orb;0.02494;High
Synthesis;2019-05-19;Armourer's Scrap;Chaos Orb;0.03242;High
Synthesis;2019-05-20;Armourer's Scrap;Chaos Orb;0.03333;High
Synthesis;2019-05-21;Armourer's Scrap;Chaos Orb;0.03152;High
Synthesis;2019-05-22;Armourer's Scrap;Chaos Orb;0.03196;High
Synthesis;2019-05-23;Armourer's Scrap;Chaos Orb;0.025;High
Synthesis;2019-05-24;Armourer's Scrap;Chaos Orb;0.03182;High
Synthesis;2019-05-25;Armourer's Scrap;Chaos Orb;0.03315;High
Synthesis;2019-05-26;Armourer's Scrap;Chaos Orb;0.02873;High
Synthesis;2019-05-27;Armourer's Scrap;Chaos Orb;0.025;High
Synthesis;2019-05-28;Armourer's Scrap;Chaos Orb;0.025;High
Synthesis;2019-05-29;Armourer's Scrap;Chaos Orb;0.02407;High
Synthesis;2019-05-30;Armourer's Scrap;Chaos Orb;0.025;High
Synthesis;2019-05-31;Armourer's Scrap;Chaos Orb;0.02859;High
Synthesis;2019-06-01;Armourer's Scrap;Chaos Orb;0.02987;High
Synthesis;2019-06-02;Armourer's Scrap;Chaos Orb;0.025;High
Synthesis;2019-06-03;Armourer's Scrap;Chaos Orb;0.025;High
Synthesis;2019-06-04;Armourer's Scrap;Chaos Orb;0.02499;High
Synthesis;2019-03-08;Orb of Alchemy;Chaos Orb;1;High
Synthesis;2019-03-09;Orb of Alchemy;Chaos Orb;0.5;High
Synthesis;2019-03-10;Orb of Alchemy;Chaos Orb;0.5;High
Synthesis;2019-03-11;Orb of Alchemy;Chaos Orb;0.47619;High
Synthesis;2019-03-12;Orb of Alchemy;Chaos Orb;0.5;High
Synthesis;2019-03-13;Orb of Alchemy;Chaos Orb;0.52632;High
Synthesis;2019-03-14;Orb of Alchemy;Chaos Orb;0.55556;High
Synthesis;2019-03-15;Orb of Alchemy;Chaos Orb;0.55556;High
Synthesis;2019-03-16;Orb of Alchemy;Chaos Orb;0.55;High
Synthesis;2019-03-17;Orb of Alchemy;Chaos Orb;0.55;High
Synthesis;2019-03-18;Orb of Alchemy;Chaos Orb;0.54545;High
Synthesis;2019-03-19;Orb of Alchemy;Chaos Orb;0.55;High
Synthesis;2019-03-20;Orb of Alchemy;Chaos Orb;0.54545;High
Synthesis;2019-03-21;Orb of Alchemy;Chaos Orb;0.54545;High
Synthesis;2019-03-22;Orb of Alchemy;Chaos Orb;0.54545;High
Synthesis;2019-03-23;Orb of Alchemy;Chaos Orb;0.55556;High
Synthesis;2019-03-24;Orb of Alchemy;Chaos Orb;0.55556;High
Synthesis;2019-03-25;Orb of Alchemy;Chaos Orb;0.55556;High
Synthesis;2019-03-26;Orb of Alchemy;Chaos Orb;0.53883;High
Synthesis;2019-03-27;Orb of Alchemy;Chaos Orb;0.51677;High
Synthesis;2019-03-28;Orb of Alchemy;Chaos Orb;0.51366;High
Synthesis;2019-03-29;Orb of Alchemy;Chaos Orb;0.52436;High
Synthesis;2019-03-30;Orb of Alchemy;Chaos Orb;0.5;High
Synthesis;2019-03-31;Orb of Alchemy;Chaos Orb;0.49518;High
Synthesis;2019-04-01;Orb of Alchemy;Chaos Orb;0.48003;High
Synthesis;2019-04-02;Orb of Alchemy;Chaos Orb;0.45455;High
Synthesis;2019-04-03;Orb of Alchemy;Chaos Orb;0.43478;High
Synthesis;2019-04-04;Orb of Alchemy;Chaos Orb;0.42987;High
Synthesis;2019-04-05;Orb of Alchemy;Chaos Orb;0.42857;High
Synthesis;2019-04-06;Orb of Alchemy;Chaos Orb;0.41322;High
Synthesis;2019-04-07;Orb of Alchemy;Chaos Orb;0.39892;High
Synthesis;2019-04-08;Orb of Alchemy;Chaos Orb;0.36381;High
Synthesis;2019-04-09;Orb of Alchemy;Chaos Orb;0.32787;High
Synthesis;2019-04-10;Orb of Alchemy;Chaos Orb;0.29412;High
Synthesis;2019-04-11;Orb of Alchemy;Chaos Orb;0.27778;High
Synthesis;2019-04-12;Orb of Alchemy;Chaos Orb;0.25714;High
Synthesis;2019-04-13;Orb of Alchemy;Chaos Orb;0.2381;High
Synthesis;2019-04-14;Orb of Alchemy;Chaos Orb;0.23077;High
Synthesis;2019-04-15;Orb of Alchemy;Chaos Orb;0.22059;High
Synthesis;2019-04-16;Orb of Alchemy;Chaos Orb;0.20833;High
Synthesis;2019-04-17;Orb of Alchemy;Chaos Orb;0.19608;High
Synthesis;2019-04-18;Orb of Alchemy;Chaos Orb;0.19705;High
Synthesis;2019-04-19;Orb of Alchemy;Chaos Orb;0.20513;High
Synthesis;2019-04-20;Orb of Alchemy;Chaos Orb;0.20273;High
Synthesis;2019-04-21;Orb of Alchemy;Chaos Orb;0.20715;High
Synthesis;2019-04-22;Orb of Alchemy;Chaos Orb;0.20833;High
Synthesis;2019-04-23;Orb of Alchemy;Chaos Orb;0.21;High
Synthesis;2019-04-24;Orb of Alchemy;Chaos Orb;0.21282;High
Synthesis;2019-04-25;Orb of Alchemy;Chaos Orb;0.21001;High
Synthesis;2019-04-26;Orb of Alchemy;Chaos Orb;0.21058;High
Synthesis;2019-04-27;Orb of Alchemy;Chaos Orb;0.23178;High
Synthesis;2019-04-28;Orb of Alchemy;Chaos Orb;0.28042;High
Synthesis;2019-04-29;Orb of Alchemy;Chaos Orb;0.33529;High
Synthesis;2019-04-30;Orb of Alchemy;Chaos Orb;0.39711;High
Synthesis;2019-05-01;Orb of Alchemy;Chaos Orb;0.41005;High
Synthesis;2019-05-02;Orb of Alchemy;Chaos Orb;0.44444;High
Synthesis;2019-05-03;Orb of Alchemy;Chaos Orb;0.45093;High
Synthesis;2019-05-04;Orb of Alchemy;Chaos Orb;0.44444;High
Synthesis;2019-05-05;Orb of Alchemy;Chaos Orb;0.43478;High
Synthesis;2019-05-06;Orb of Alchemy;Chaos Orb;0.42857;High
Synthesis;2019-05-07;Orb of Alchemy;Chaos Orb;0.42069;High
Synthesis;2019-05-08;Orb of Alchemy;Chaos Orb;0.41667;High
Synthesis;2019-05-09;Orb of Alchemy;Chaos Orb;0.41667;High
Synthesis;2019-05-10;Orb of Alchemy;Chaos Orb;0.4;High
Synthesis;2019-05-11;Orb of Alchemy;Chaos Orb;0.4;High
Synthesis;2019-05-12;Orb of Alchemy;Chaos Orb;0.38462;High
Synthesis;2019-05-13;Orb of Alchemy;Chaos Orb;0.38462;High
Synthesis;2019-05-14;Orb of Alchemy;Chaos Orb;0.38462;High
Synthesis;2019-05-15;Orb of Alchemy;Chaos Orb;0.38462;High
Synthesis;2019-05-16;Orb of Alchemy;Chaos Orb;0.38462;High
Synthesis;2019-05-17;Orb of Alchemy;Chaos Orb;0.38462;High
Synthesis;2019-05-18;Orb of Alchemy;Chaos Orb;0.38462;High
Synthesis;2019-05-19;Orb of Alchemy;Chaos Orb;0.38462;High
Synthesis;2019-05-20;Orb of Alchemy;Chaos Orb;0.37981;High
Synthesis;2019-05-21;Orb of Alchemy;Chaos Orb;0.36364;High
Synthesis;2019-05-22;Orb of Alchemy;Chaos Orb;0.36319;High
Synthesis;2019-05-23;Orb of Alchemy;Chaos Orb;0.28571;High
Synthesis;2019-05-24;Orb of Alchemy;Chaos Orb;0.29449;High
Synthesis;2019-05-25;Orb of Alchemy;Chaos Orb;0.29309;High
Synthesis;2019-05-26;Orb of Alchemy;Chaos Orb;0.3;High
Synthesis;2019-05-27;Orb of Alchemy;Chaos Orb;0.3194;High
Synthesis;2019-05-28;Orb of Alchemy;Chaos Orb;0.32258;High
Synthesis;2019-05-29;Orb of Alchemy;Chaos Orb;0.32312;High
Synthesis;2019-05-30;Orb of Alchemy;Chaos Orb;0.33333;High
Synthesis;2019-05-31;Orb of Alchemy;Chaos Orb;0.32258;High
Synthesis;2019-06-01;Orb of Alchemy;Chaos Orb;0.33333;High
Synthesis;2019-06-02;Orb of Alchemy;Chaos Orb;0.33517;High
Synthesis;2019-06-03;Orb of Alchemy;Chaos Orb;0.33333;High
Synthesis;2019-06-04;Orb of Alchemy;Chaos Orb;0.33333;High
Synthesis;2019-03-08;Orb of Chance;Chaos Orb;1;High
Synthesis;2019-03-09;Orb of Chance;Chaos Orb;0.64202;High
Synthesis;2019-03-10;Orb of Chance;Chaos Orb;0.5;High
Synthesis;2019-03-11;Orb of Chance;Chaos Orb;0.14085;High
Synthesis;2019-03-12;Orb of Chance;Chaos Orb;0.13333;High
Synthesis;2019-03-13;Orb of Chance;Chaos Orb;0.12091;High
Synthesis;2019-03-14;Orb of Chance;Chaos Orb;0.11905;High
Synthesis;2019-03-15;Orb of Chance;Chaos Orb;0.11364;High
Synthesis;2019-03-16;Orb of Chance;Chaos Orb;0.11236;High
Synthesis;2019-03-17;Orb of Chance;Chaos Orb;0.10714;High
Synthesis;2019-03-18;Orb of Chance;Chaos Orb;0.10526;High
Synthesis;2019-03-19;Orb of Chance;Chaos Orb;0.1;High
Synthesis;2019-03-20;Orb of Chance;Chaos Orb;0.1;High
